image_id,breed
fd5e259ea8,diadophis-punctatus
db292dcc3b,thamnophis-radix
f481c83182,thamnophis-radix
4245d68d46,pantherophis-guttatus
59e640bb91,pantherophis-spiloides
36c233f563,lampropeltis-triangulum
bc3799b2df,nerodia-erythrogaster
9e937f940b,crotalus-atrox
9a7b588cb9,storeria-dekayi
7ff5570d2f,pituophis-catenifer
087903f361,thamnophis-sirtalis
6e66f9667f,thamnophis-radix
60dd49f8d4,thamnophis-radix
7064757509,crotalus-atrox
baa3f02141,pantherophis-obsoletus
7dce396ff5,nerodia-sipedon
30a99aee44,crotalus-viridis
665b29ab42,pantherophis-spiloides
a443ddb908,thamnophis-sirtalis
ac95eb1818,lampropeltis-triangulum
05a6798995,thamnophis-sirtalis
0241586560,crotalus-horridus
ff45fac73c,pantherophis-spiloides
013c73ee17,crotalus-horridus
b93e2f9f5b,pantherophis-obsoletus
2b1413378c,nerodia-erythrogaster
9cb08cd05a,pantherophis-obsoletus
13aa42a7e4,agkistrodon-contortrix
641e266e15,thamnophis-sirtalis
7b5344ccfd,nerodia-sipedon
13cfe36156,nerodia-erythrogaster
e3638b66ab,opheodrys-aestivus
0f5042aa5a,thamnophis-sirtalis
79783161b7,pantherophis-guttatus
195c38795c,diadophis-punctatus
0290d68533,lampropeltis-triangulum
2a2b711e1e,pantherophis-obsoletus
51622421a7,thamnophis-sirtalis
9f4c9e5d29,lampropeltis-triangulum
55cf94ef25,pantherophis-obsoletus
8e3a442218,pantherophis-alleghaniensis
a5bd623c6a,agkistrodon-contortrix
192dd2d4b7,coluber-constrictor
5b3791c4e4,lampropeltis-triangulum
4f3bb6e01a,pantherophis-obsoletus
9316eb7237,pituophis-catenifer
aa16a509cf,thamnophis-sirtalis
ad68959f68,crotalus-viridis
072f7c5df5,diadophis-punctatus
e6fe591e18,agkistrodon-contortrix
eed4cc6dda,thamnophis-sirtalis
6335735a8a,thamnophis-sirtalis
40fb202092,pantherophis-obsoletus
8d34d1a83e,lampropeltis-triangulum
5d58cc2fb1,thamnophis-sirtalis
e073226ee2,masticophis-flagellum
630628b60b,crotalus-viridis
c074d2a3c3,thamnophis-sirtalis
2c03979041,lampropeltis-triangulum
237efd22ef,thamnophis-sirtalis
5a23092d94,coluber-constrictor
cebc8a3140,thamnophis-sirtalis
ddbb02224a,nerodia-sipedon
785ba4871f,nerodia-sipedon
d19b66d326,pantherophis-obsoletus
f9b0800cb8,pituophis-catenifer
2f065830d7,pantherophis-guttatus
b9893aa41a,pantherophis-guttatus
2c442a09ed,pantherophis-vulpinus
ea100d15e2,crotalus-horridus
9363d2c4be,crotalus-atrox
dd0dc5ba1a,lampropeltis-californiae
86b438d651,pantherophis-obsoletus
a7596b0dda,nerodia-sipedon
c0a9301d14,storeria-dekayi
59d4a652fa,storeria-dekayi
9266faaacf,storeria-dekayi
5c6713d750,agkistrodon-contortrix
4a7b39ccff,pituophis-catenifer
c91233cf4f,pantherophis-alleghaniensis
316d089f08,lampropeltis-triangulum
63bb9ed8c2,pantherophis-obsoletus
8ec81d1cab,pituophis-catenifer
0bef464da6,nerodia-erythrogaster
e3497219ae,heterodon-platirhinos
259af44b24,storeria-dekayi
c52f2693cf,agkistrodon-piscivorus
18f5184f2e,storeria-dekayi
728f07bb97,agkistrodon-contortrix
fba22fecef,pantherophis-obsoletus
fdbcf4aa99,crotalus-viridis
f8d202075f,nerodia-erythrogaster
369a02e471,thamnophis-proximus
3e2cadfaa9,thamnophis-sirtalis
0a59465b78,crotalus-atrox
5717af5063,thamnophis-sirtalis
5a5ed0a9f9,nerodia-sipedon
503bd5a793,opheodrys-aestivus
861b144528,pantherophis-alleghaniensis
2c1c60baac,crotalus-viridis
f583cab812,pituophis-catenifer
98e28ee840,nerodia-sipedon
e981adefe8,storeria-dekayi
847dcb005c,lampropeltis-californiae
2bdd1204df,pituophis-catenifer
436a5443a6,coluber-constrictor
b474fba6f6,nerodia-rhombifer
4a52d81d06,thamnophis-sirtalis
e04df53f33,crotalus-atrox
6e0bc47bff,crotalus-viridis
00a9bba384,nerodia-erythrogaster
c34e07aea2,nerodia-sipedon
ddb3fdca4e,crotalus-horridus
772912b335,thamnophis-sirtalis
d2d8c969f4,opheodrys-aestivus
05c0503e80,heterodon-platirhinos
0a2842082d,lampropeltis-triangulum
f63ccbe5e4,agkistrodon-contortrix
7c71df0f36,crotalus-atrox
b812b08083,lampropeltis-triangulum
aa46c84394,nerodia-sipedon
172ea701fa,crotalus-atrox
4da6e0c4b1,agkistrodon-contortrix
2680cb138a,nerodia-rhombifer
042411e752,agkistrodon-contortrix
3a90a92e92,opheodrys-aestivus
194d8bc5a0,thamnophis-sirtalis
1ac35b5307,pantherophis-guttatus
bd26891431,pituophis-catenifer
9bcdad786e,diadophis-punctatus
3fbfac0bbb,thamnophis-sirtalis
d9f6166852,crotalus-scutulatus
c27414795d,agkistrodon-piscivorus
031d5fd2dd,lampropeltis-triangulum
b359100fa4,haldea-striatula
999b3783d7,thamnophis-sirtalis
959cdb0f88,nerodia-sipedon
8fa0dcc6df,nerodia-rhombifer
8ea058e917,storeria-dekayi
ae46441c69,nerodia-erythrogaster
b08c38c7f7,agkistrodon-piscivorus
328d66a6d0,nerodia-erythrogaster
5ac5adfab9,pantherophis-obsoletus
593c3b2407,diadophis-punctatus
5d701c6be6,pantherophis-alleghaniensis
b6bcd1799a,storeria-dekayi
b3494fd089,diadophis-punctatus
0448002637,pantherophis-obsoletus
fff8bffdb0,crotalus-horridus
0cbc0f68b6,agkistrodon-contortrix
0debda08e0,nerodia-rhombifer
d0283c614b,pantherophis-alleghaniensis
2dbe75a840,lampropeltis-triangulum
6d998bc9af,pantherophis-obsoletus
3ff941e398,pantherophis-alleghaniensis
a9410566e4,crotalus-horridus
358af00cdd,crotalus-viridis
e4ab7ba2ab,nerodia-fasciata
b07f81508c,pantherophis-alleghaniensis
3b1799fe42,pantherophis-guttatus
3d6339ea74,diadophis-punctatus
2163674737,crotalus-atrox
d99ab56103,crotalus-viridis
54ba70e3cc,pantherophis-spiloides
545ed78e38,agkistrodon-contortrix
e7d07009df,storeria-dekayi
f6ec7eba7b,nerodia-erythrogaster
64c3ac5ad0,crotalus-atrox
b72ce0175f,storeria-dekayi
b894d764f5,nerodia-erythrogaster
cf5d7c4e17,storeria-dekayi
58663371a3,pantherophis-obsoletus
81bf550daa,nerodia-sipedon
37f5ad479e,agkistrodon-piscivorus
3c8edae2a4,nerodia-sipedon
4cb468d415,nerodia-erythrogaster
92e04ca324,thamnophis-sirtalis
11373da95a,agkistrodon-contortrix
6a3bcbcf4a,opheodrys-aestivus
a5f24a2ecc,diadophis-punctatus
1edabbc312,opheodrys-aestivus
96aee5ec60,agkistrodon-contortrix
4598203b0a,crotalus-ruber
6bd8b7a823,rhinocheilus-lecontei
54f91fbb3a,pituophis-catenifer
b9d8bbfa03,nerodia-sipedon
72f1ff130d,nerodia-sipedon
2eccd64667,thamnophis-sirtalis
2546d11351,opheodrys-aestivus
b09f1d031b,storeria-dekayi
bd5a29330a,thamnophis-sirtalis
4451e8bf97,pantherophis-vulpinus
86a4573103,pantherophis-obsoletus
da7212161e,pantherophis-obsoletus
aa1da0bc83,pantherophis-obsoletus
6e802f864c,nerodia-erythrogaster
8eaa4e8d18,storeria-occipitomaculata
ffa547380d,agkistrodon-piscivorus
776bf9c3e7,agkistrodon-piscivorus
f6058731c7,thamnophis-sirtalis
3137a9d8f4,natrix-natrix
c5eda48da7,pantherophis-spiloides
23e13b5ba3,thamnophis-sirtalis
c264755582,haldea-striatula
958f27ae53,thamnophis-sirtalis
f1ce7a658c,crotalus-atrox
897932c055,nerodia-rhombifer
a17470a422,crotalus-atrox
f756da9b22,thamnophis-sirtalis
83f99d01b7,pantherophis-guttatus
1c097f3bb5,thamnophis-sirtalis
638716b738,agkistrodon-contortrix
74772031c5,diadophis-punctatus
94f3aa78e0,masticophis-flagellum
c0f734db4f,agkistrodon-piscivorus
4f9c43f59c,diadophis-punctatus
1b32d18277,lampropeltis-triangulum
2145486df9,storeria-dekayi
9e779ef62b,nerodia-erythrogaster
caa85de8a4,heterodon-platirhinos
dab850c45f,pantherophis-obsoletus
326a993691,crotalus-atrox
1a313e58c0,thamnophis-sirtalis
eacde65a87,agkistrodon-contortrix
16ef599310,opheodrys-aestivus
a1a1d8f4d3,masticophis-flagellum
b66574f0cb,nerodia-erythrogaster
dadd875c98,thamnophis-sirtalis
35f3e07f8a,pantherophis-obsoletus
35b25084a8,pantherophis-obsoletus
5be6313607,pantherophis-spiloides
5e4b3549cb,nerodia-sipedon
14af77c260,pantherophis-obsoletus
a3ffe15ad1,thamnophis-sirtalis
fcf5b7e439,nerodia-sipedon
510f5e1945,agkistrodon-contortrix
99d309ee88,crotalus-atrox
c5ba6d87e2,haldea-striatula
0a00cdd2b8,pituophis-catenifer
9e10b0843c,diadophis-punctatus
9818345fa3,agkistrodon-contortrix
424b8caccf,pituophis-catenifer
291cd9c481,nerodia-erythrogaster
0c02a2f5d7,agkistrodon-piscivorus
3393c3a6eb,nerodia-fasciata
18e8e49c6a,nerodia-sipedon
45245a5e5a,thamnophis-elegans
13696d31fb,thamnophis-radix
41e720d7de,crotalus-atrox
40303088fa,agkistrodon-piscivorus
67d1d73480,nerodia-fasciata
4e3e773484,nerodia-erythrogaster
7517bb0623,storeria-dekayi
559133de50,crotalus-atrox
9ae22849c1,lampropeltis-californiae
c5ff38ff68,thamnophis-marcianus
71e572d33f,thamnophis-sirtalis
332e5c6785,crotalus-atrox
6003bbcbf9,pantherophis-alleghaniensis
5c17e68b40,lampropeltis-triangulum
bad9a60677,thamnophis-radix
209b809200,storeria-dekayi
f2b9362dd4,crotalus-scutulatus
8de60975b5,pantherophis-guttatus
8add8bfac9,thamnophis-sirtalis
0d5c403d38,nerodia-sipedon
d483f5a5ce,agkistrodon-contortrix
7836689238,coluber-constrictor
724a385d2e,thamnophis-proximus
64e02bed8b,thamnophis-sirtalis
3133cffd8c,pantherophis-guttatus
ebd7ad9677,crotalus-scutulatus
fe50e904ff,nerodia-erythrogaster
7f4df9bad8,storeria-dekayi
b083b3bdfc,pituophis-catenifer
5ac813acff,thamnophis-sirtalis
35084d1574,crotalus-horridus
9bbb1238dd,pantherophis-obsoletus
54da60ecca,pantherophis-obsoletus
8139d8a08f,nerodia-sipedon
cf4b998e06,thamnophis-sirtalis
50ff72a201,thamnophis-sirtalis
a0969f71a4,haldea-striatula
64b71700c0,thamnophis-radix
420c648f8f,heterodon-platirhinos
b48998dacd,storeria-dekayi
d6ce6db8ac,lampropeltis-triangulum
f359a3a1cb,thamnophis-sirtalis
3e27aded25,agkistrodon-contortrix
9baf0c175d,storeria-dekayi
60cd847169,crotalus-viridis
8cc2b43e73,pantherophis-guttatus
e635e0301a,crotalus-atrox
53ad81ecbf,diadophis-punctatus
bd77bff983,thamnophis-marcianus
e4b948cde5,storeria-dekayi
7a85d0a38f,lampropeltis-triangulum
6e104122dd,storeria-dekayi
0bd440f886,storeria-dekayi
cfe48a6766,agkistrodon-piscivorus
dea4ad3c5c,crotalus-scutulatus
a70db3f4e2,nerodia-sipedon
73801d11da,masticophis-flagellum
91b9c66b6c,agkistrodon-contortrix
7fa218f587,nerodia-erythrogaster
89aac8751e,opheodrys-aestivus
ccd99e20ab,thamnophis-radix
3d4e749f5c,pantherophis-spiloides
d981710b5c,thamnophis-sirtalis
52eec0f3fb,pantherophis-guttatus
7b01622a45,lampropeltis-californiae
d8f3e2543c,agkistrodon-piscivorus
3da58beca1,diadophis-punctatus
27cc745b4e,lampropeltis-triangulum
19e640cfea,thamnophis-sirtalis
e97ad14aa0,thamnophis-sirtalis
fee6ac0981,pantherophis-obsoletus
7688910bf6,crotalus-atrox
e207f9f8e1,pantherophis-guttatus
38cfa09840,storeria-dekayi
e8c28b1fa8,haldea-striatula
14b9eb3c99,nerodia-sipedon
90b9422778,natrix-natrix
55c6c72734,pituophis-catenifer
1b74b10f63,nerodia-erythrogaster
dbe94ca39f,nerodia-sipedon
2467f2a466,pantherophis-obsoletus
87c3cc64a9,diadophis-punctatus
f4f5dd040b,pantherophis-obsoletus
f32d83944c,lampropeltis-triangulum
de0c5e9a87,storeria-dekayi
aff4a2c922,thamnophis-sirtalis
f96291b278,diadophis-punctatus
c64eb91ae4,pantherophis-obsoletus
2ae2c1199a,thamnophis-sirtalis
c032ab6ee3,crotalus-ruber
33e62ea503,diadophis-punctatus
4d5e7f22ae,nerodia-erythrogaster
daa2966222,thamnophis-sirtalis
a5234ec3be,thamnophis-sirtalis
80eead3616,nerodia-erythrogaster
ade437840f,thamnophis-sirtalis
2db8ff4d4f,nerodia-rhombifer
b3b1353fab,nerodia-erythrogaster
c449df8761,diadophis-punctatus
59979fbad2,agkistrodon-contortrix
f4698088c6,lampropeltis-californiae
532b83a570,coluber-constrictor
0e287bd3a4,haldea-striatula
62a0846a7f,pantherophis-vulpinus
3fc4c2a5e1,rhinocheilus-lecontei
4d2299d5dc,masticophis-flagellum
416b4750da,thamnophis-sirtalis
dfee6504e3,rhinocheilus-lecontei
bba431d5d4,thamnophis-sirtalis
d50e9b77ce,pantherophis-obsoletus
423c84462d,thamnophis-sirtalis
d8854a4d6f,agkistrodon-contortrix
06bfe160bc,pantherophis-alleghaniensis
b53265ae30,nerodia-sipedon
4f7b14d1e9,nerodia-sipedon
b0e5cdcf65,opheodrys-aestivus
3d90e98161,thamnophis-sirtalis
385387e75a,crotalus-horridus
a016fbf111,pantherophis-vulpinus
79d92b5155,haldea-striatula
e8556cf2b3,diadophis-punctatus
b68aec61a9,storeria-dekayi
6245275771,pantherophis-alleghaniensis
9af6f4bbb1,heterodon-platirhinos
e2839b926b,storeria-dekayi
8d2f2c54a1,crotalus-atrox
1e8f52cf8e,crotalus-horridus
c2bfddaefb,opheodrys-aestivus
fcac77e8e3,pantherophis-alleghaniensis
a6eefff8e9,crotalus-atrox
48be242050,opheodrys-aestivus
e849f57aaa,agkistrodon-piscivorus
75053513e4,thamnophis-sirtalis
0b6092dd9f,pantherophis-alleghaniensis
f10dbb60ad,agkistrodon-contortrix
6fd275d6f8,pantherophis-obsoletus
7b110332b2,pantherophis-obsoletus
02b5ce8a0d,storeria-dekayi
e286457476,crotalus-viridis
2fd9e2eee6,pantherophis-alleghaniensis
b79eb2b0fb,pantherophis-obsoletus
f5315a5875,crotalus-viridis
db4493bb17,pantherophis-obsoletus
4ebadc4b4b,pituophis-catenifer
c98bc697c6,pantherophis-guttatus
e3c6ba694a,crotalus-horridus
783481beb0,haldea-striatula
f29333e380,thamnophis-radix
c3fb1dacc1,pantherophis-alleghaniensis
5b15bac5c2,thamnophis-radix
cd0721eb2a,thamnophis-proximus
1e2ae139b7,thamnophis-sirtalis
79553e62b3,pantherophis-guttatus
cdbedb45cd,nerodia-rhombifer
ee52483077,haldea-striatula
1fac89750a,pantherophis-alleghaniensis
86a2ca0b18,nerodia-sipedon
d3a5b62b1f,thamnophis-sirtalis
5276b71b91,thamnophis-sirtalis
eff565b0e9,thamnophis-sirtalis
a0853d1197,opheodrys-aestivus
38782ebfe4,crotalus-ruber
a16e3dec1e,agkistrodon-contortrix
223cc7e8a6,nerodia-erythrogaster
fed1568a6c,pantherophis-obsoletus
f2f891850d,thamnophis-sirtalis
22580dc310,storeria-dekayi
4b2040859d,haldea-striatula
c40f2cf547,lampropeltis-californiae
8a1f773d30,pantherophis-alleghaniensis
26e77de0d3,nerodia-sipedon
3898d993ce,heterodon-platirhinos
4c48326692,pantherophis-obsoletus
639ea18f23,thamnophis-sirtalis
6447cbdb15,coluber-constrictor
2fab3b74e1,thamnophis-sirtalis
70d03492db,thamnophis-radix
df50ba8c91,lampropeltis-triangulum
e68457fe19,thamnophis-sirtalis
b4ad055b21,lampropeltis-triangulum
f10e985810,thamnophis-sirtalis
ee41d19ab2,heterodon-platirhinos
5af19d853b,pantherophis-obsoletus
e3e76a3d9c,thamnophis-radix
59bcc84d9c,storeria-dekayi
49cd434b18,crotalus-horridus
ce31772330,pituophis-catenifer
08e0a784b9,opheodrys-aestivus
b38fb09f8b,pantherophis-guttatus
1025e29ab7,crotalus-horridus
98e71c5873,opheodrys-aestivus
ec7956ab61,pantherophis-obsoletus
8221410682,crotalus-atrox
51ee9e04f0,agkistrodon-contortrix
96d75bfe8f,nerodia-fasciata
8601628d1f,storeria-dekayi
3dfa5ad947,thamnophis-marcianus
affc413c04,thamnophis-sirtalis
8d0378446f,pantherophis-guttatus
d4575182a3,crotalus-viridis
64b48406af,nerodia-sipedon
371a621202,pituophis-catenifer
aef6cdef7f,thamnophis-sirtalis
5767b7291d,pantherophis-obsoletus
bce7024134,diadophis-punctatus
1e8ba66e6d,diadophis-punctatus
1cca4dde7e,thamnophis-sirtalis
0497ecfd64,thamnophis-sirtalis
80cd47b8be,opheodrys-aestivus
48470bf29b,storeria-dekayi
21c06dfcf8,nerodia-erythrogaster
a0bce2082d,pantherophis-guttatus
a14372c89f,storeria-dekayi
1a7e4bd4c6,crotalus-atrox
77b61563ed,crotalus-atrox
bbbcedc4c0,agkistrodon-piscivorus
baba9a2a38,agkistrodon-contortrix
6fd6c6ccf6,storeria-dekayi
1cef56fb1e,thamnophis-sirtalis
5f6f35c987,crotalus-atrox
d1eb8d51ae,pantherophis-obsoletus
4617ca078b,agkistrodon-contortrix
77b4a4a25c,pituophis-catenifer
c2955c5d83,thamnophis-sirtalis
67d5a9efbe,thamnophis-proximus
0fe9a54c20,lampropeltis-triangulum
5b30be5fe9,agkistrodon-piscivorus
6469909eb8,thamnophis-sirtalis
b81a1b1d90,thamnophis-sirtalis
e2363c1554,crotalus-atrox
0cff3cb843,storeria-dekayi
1b340371e5,pantherophis-emoryi
00e8ba3531,storeria-dekayi
dee1e6d310,coluber-constrictor
e264f04ce9,pantherophis-vulpinus
ddd56ba0c0,rhinocheilus-lecontei
c1cbf83f28,crotalus-atrox
13275759e4,pantherophis-obsoletus
d37b0ef11f,pantherophis-spiloides
898d62255d,agkistrodon-piscivorus
f9bbc7153a,crotalus-horridus
f8ac5953cb,lampropeltis-californiae
ad9921a2aa,nerodia-erythrogaster
a5f85aab22,pituophis-catenifer
c6234d79bb,pantherophis-obsoletus
771f6f3fe6,thamnophis-sirtalis
688b29b043,lampropeltis-californiae
19ccba64b3,storeria-dekayi
72115baab1,pantherophis-obsoletus
6becc6093d,pantherophis-obsoletus
7855bae864,opheodrys-aestivus
d50acbddb2,agkistrodon-piscivorus
83899a6b49,diadophis-punctatus
11e97175b8,nerodia-sipedon
5980c7a6f7,thamnophis-sirtalis
2d61b82de7,nerodia-erythrogaster
1f90c834c5,crotalus-horridus
e0474c1be9,crotalus-scutulatus
96dbc2f29b,pantherophis-alleghaniensis
d1b7d9ba22,pantherophis-spiloides
fd2f1d3113,thamnophis-proximus
928460dde9,lampropeltis-triangulum
d63c0e9fdc,thamnophis-sirtalis
78ed1037b8,pantherophis-obsoletus
b3fe7d062c,pantherophis-obsoletus
9315549d3a,storeria-dekayi
c3bd25298d,storeria-dekayi
8f92043d8f,pantherophis-alleghaniensis
9069355571,pituophis-catenifer
a1e486d349,lampropeltis-triangulum
bbaf558ecf,pantherophis-guttatus
516de4c918,thamnophis-sirtalis
3a8c8aa252,agkistrodon-contortrix
44aa210a3e,crotalus-atrox
64553a6913,pantherophis-guttatus
e90ba4331c,thamnophis-sirtalis
11649cec48,pantherophis-vulpinus
c3444151d5,lampropeltis-californiae
37ee5eb735,pantherophis-alleghaniensis
3f36710eb6,agkistrodon-contortrix
624b2cc236,rhinocheilus-lecontei
0c9a05356b,diadophis-punctatus
aa4b3d2785,pituophis-catenifer
8a43339a29,agkistrodon-contortrix
a11bf6e766,pantherophis-guttatus
3d1b0e14ff,opheodrys-aestivus
a698472a57,crotalus-atrox
